,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
475933,2011,ford,f-350 sd,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,il,10.271596874100524,11.695330351625486
236706,2003,volkswagen,beetle gls,excellent,4 cylinders,gas,clean,automatic,fwd,compact,coupe,green,mi,8.34283980427146,11.168066154971923
407060,2017,nissan,rogue,like new,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,vt,10.119606488913373,10.199584123588927
506564,2008,toyota,sienna xle limited,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,van,silver,nv,8.986571625268054,11.680217982744423
467790,2017,dodge,challenger r/t,like new,8 cylinders,gas,clean,manual,rwd,mid-size,coupe,black,ar,10.322461010669084,10.240316868254155
224235,2017,mitsubishi,mirage,excellent,3 cylinders,gas,clean,automatic,fwd,sub-compact,sedan,black,ny,8.575462099540212,11.035050941343924
309297,2002,bmw,745li,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,ok,8.1886891244442,12.072598394130203
134500,2016,chevrolet,camaro 2ss,like new,8 cylinders,gas,salvage,manual,rwd,full-size,coupe,grey,sc,9.846917201047734,8.883224230278994
103748,2018,toyota,tundra crewmax sr5,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ak,10.532096211958502,8.855092980028635
84347,2006,bmw,330i,good,6 cylinders,gas,clean,manual,rwd,mid-size,sedan,grey,sc,8.656955133791396,11.508013420609208
245092,2008,toyota,tacoma,good,4 cylinders,gas,clean,automatic,rwd,mid-size,pickup,black,ca,8.986571625268054,11.617375566326693
49810,2011,lexus,lx 570,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,wi,9.994241915804592,11.944103802873173
466282,2004,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,blue,id,9.546455401949554,11.86013273155985
186700,2013,hyundai,accent gls,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ia,8.77940359789435,11.239514408755962
411519,2004,ford,explorer,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,custom,ok,7.595889917718538,11.665861121240942
219245,2014,gmc,savana cargo van,good,8 cylinders,gas,clean,other,rwd,full-size,van,white,oh,9.738023112808596,11.011951157254613
473560,2010,toyota,corolla,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ne,8.699514748210191,11.406675665127517
371301,2006,gmc,canyon sle,excellent,5 cylinders,gas,clean,automatic,4wd,mid-size,pickup,black,ca,8.7787879291047,11.991219632533697
422773,2015,ford,f-550,good,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,il,10.20322170601205,11.776596567460507
243124,2012,jeep,wrangler unlimited sport,like new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,tn,10.203592144986466,10.956230407545783
305605,2013,honda,pilot ex 4wd,good,6 cylinders,gas,lien,automatic,4wd,full-size,SUV,white,wi,9.464982590349763,11.656471542812776
134858,2010,toyota,corolla le 4dr sedan,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,tx,8.507142855562735,11.775366649556215
320521,2012,honda,civic,like new,4 cylinders,gas,clean,automatic,fwd,compact,sedan,silver,hi,9.347926034928745,10.948312210474514
52205,2008,subaru,outback awd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,wagon,blue,wi,8.852950887099581,11.863568251977169
361060,2010,ford,escape,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,or,8.961750799330497,11.989221753838985
518573,2003,chevrolet,silverado 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ga,9.104424146384634,12.57622140851077
283631,2006,toyota,sienna le,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,blue,ga,8.293799608846818,12.46383016136043
277343,2015,ford,f-150,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ms,10.271596874100524,11.673401809811567
395508,2000,cadillac,escalade 4dr 4wd loaded,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,ca,8.516192691082654,11.580677567021047
461608,2016,jeep,cherokee,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,il,9.392245175273795,11.983166566017303
482597,2008,jeep,grand cherokee,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,mi,8.771835409789817,12.01421577175288
513459,2017,dodge,charger rallye,like new,6 cylinders,gas,lien,automatic,4wd,full-size,sedan,grey,mt,10.106428396532818,10.463389013948712
246841,2018,hyundai,elantra,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,fl,9.546741177474825,9.787122261404862
299682,2015,ford,super duty f-350 drw,like new,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,ga,10.431170293368542,11.964064776569566
209742,2004,toyota,highlander,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,silver,nh,8.612503371220562,11.675681866269343
324680,2010,toyota,prius,excellent,4 cylinders,gas,clean,automatic,fwd,sub-compact,hatchback,white,ca,9.159047077588632,11.284894992082624
135494,2016,mercedes-benz,ge 400,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,silver,sc,10.491274217438248,8.988446040062405
239344,2013,toyota,camry le,excellent,4 cylinders,gas,rebuilt,automatic,fwd,mid-size,sedan,silver,ne,9.296518068217235,10.913450760272918
94412,2001,chevrolet,silverado 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,de,8.160518247477505,12.230814037418622
536350,2005,ford,f-250 lariat super duty,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,nj,8.909235279192261,12.37585761331995
461385,2001,lincoln,town car,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,green,al,7.696212639346407,12.165302732986962
11629,2017,volkswagen,golf sportwagen,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,wagon,white,wa,9.769956159911606,10.061985910356807
29797,2018,chevrolet,express 2500,like new,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,ny,9.99857043378282,9.813015649372053
275316,2010,ford,super duty f-250 srw,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,me,9.79757132694458,11.615842998976914
96207,2004,mercedes-benz,benz e320,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,de,8.292798858200374,12.19607281345184
403318,2010,honda,odyssey ex-l w/dvd w/navi,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,brown,nc,8.699348067653093,12.205037109547813
462265,2005,ford,"f-150 fx4,4x4",good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ny,8.809862805379057,12.007682680557155
121270,2012,ford,f250 superduty,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,custom,wa,10.043249494911286,10.873660225359325
434716,2007,toyota,sequoia limited,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,pa,8.83927669058535,12.074881369837826
506360,2010,chevrolet,express g2500,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,nv,9.104424146384634,11.943486356417035
95331,2015,infiniti,q50,like new,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,tx,7.824046010856292,11.002266493983559
103795,2010,audi,a-6 prestige package,good,6 cylinders,gas,clean,automatic,4wd,full-size,sedan,grey,fl,9.104979856318357,10.915270265869504
138492,2008,toyota,rav-4 4wd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,blue,me,8.83927669058535,11.905035118031234
102961,2015,ram,1500 sport,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,ak,10.37333491957356,10.491579726321211
387502,2004,honda,civic lx coupe,excellent,4 cylinders,gas,clean,automatic,fwd,compact,coupe,silver,ca,8.516192691082654,11.903513793847962
520622,2012,chrysler,200,good,4 cylinders,gas,rebuilt,automatic,fwd,mid-size,sedan,white,ia,8.507142855562735,11.495321419021867
22435,2011,ford,f450,good,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,nm,9.61547209118311,12.235340143210742
537050,2012,ford,escape,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,nc,8.922658299524402,12.28769871441012
214457,2004,saturn,l200,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,ny,7.822044008185619,11.608326549733482
537732,1979,chevrolet,k5 blazer,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ny,8.779557455883728,11.112597140967216
263750,2017,buick,verano,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,coupe,grey,or,9.51044496442652,10.809323826506423
459509,1997,ram,1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,pa,8.294049640102028,11.767645199719182
396738,2013,ford,f150 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,mt,9.90323752128092,11.623661506564893
111219,1994,ford,mustang gt convertible,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,convertible,blue,az,8.294049640102028,11.695330351625486
379148,2003,bmw,x5,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,ca,8.389359819906353,11.964064776569566
422502,2007,chevrolet,impala lt,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,pa,7.824046010856292,12.388435868122764
41559,2007,toyota,camry le,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,ny,8.85352256068954,11.524854035835503
124579,2006,ram,2500,excellent,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,red,fl,9.74090979777877,12.08840335340475
258727,2011,ford,f-250 sd,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,black,ny,10.308785980087194,11.644041442827765
459444,2011,toyota,4runner,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,silver,ca,9.903437551286085,11.665886866457697
96880,2011,hyundai,accent,excellent,4 cylinders,gas,clean,manual,fwd,compact,hatchback,blue,al,8.174702882469461,11.55340500085822
58841,2008,volkswagen,eos,excellent,4 cylinders,gas,clean,automatic,fwd,sub-compact,convertible,red,ia,8.852235835227855,11.538164269833853
36591,2008,chevrolet,silverado 1500,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ny,9.209840246934501,11.905035118031234
469042,2000,ram,3500,good,8 cylinders,gas,clean,manual,rwd,full-size,truck,red,pa,8.411832675758411,11.98299159226292
135831,2018,ford,f250 superduty,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,red,sd,10.490996401073076,10.969266684108998
347692,2008,ford,mustang,good,6 cylinders,gas,clean,automatic,rwd,compact,coupe,grey,ca,8.612503371220562,11.944772814352511
11218,2011,jeep,grand cherokee,excellent,8 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,nc,9.51044496442652,11.67799912835463
220671,2009,hyundai,santa fe,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,grey,va,8.45531778769815,11.777456610822842
76357,2008,volkswagen,rabbit,excellent,5 cylinders,gas,clean,automatic,fwd,compact,coupe,grey,ca,8.00469951054955,12.026939998753608
34521,2007,honda,civic ex,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,sedan,silver,ia,8.698681067461614,11.861982465923266
421551,2011,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,fl,9.472704636443673,11.813104128751291
253936,2004,toyota,camry le,excellent,4 cylinders,gas,rebuilt,automatic,fwd,mid-size,sedan,silver,wa,8.00469951054955,12.206122644280216
416568,2001,mercury,cougar,good,4 cylinders,gas,clean,automatic,fwd,compact,coupe,red,il,7.3098814858247865,11.964064776569566
378863,2015,ford,f250 super duty lariat,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,green,oh,10.268095943298984,12.007383873648223
454802,2015,chevrolet,silverado lt hd2500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,il,9.902987427494446,11.969159730129965
410606,2016,ford,focus,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,mn,8.852950887099581,11.432192519137132
534426,2015,nissan,sentra,excellent,4 cylinders,gas,rebuilt,automatic,fwd,compact,sedan,red,tn,7.549609165154532,11.002266493983559
220360,2010,toyota,corolla s,good,4 cylinders,gas,clean,manual,fwd,compact,sedan,silver,ct,8.411832675758411,12.367383345412424
122944,2013,ford,f150 platinum 4x4,like new,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,fl,10.163926888594034,11.435417874503221
46514,2016,ford,transit t150 cargo van,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,van,white,pa,9.878169744551839,11.555026640988864
478632,2008,ram,1500 slt big horn,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,pa,9.209840246934501,12.138917370342766
524560,2006,chevrolet,hhr lt,excellent,4 cylinders,gas,clean,automatic,fwd,compact,wagon,red,mn,8.00469951054955,12.156945424563482
331700,2006,infiniti,g35,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,ma,8.34283980427146,11.874536207787841
64908,2006,chevrolet,colorado lt,good,5 cylinders,gas,clean,automatic,4wd,mid-size,truck,blue,ia,8.915969311373605,11.742122655977475
501768,2006,ford,f-150,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,truck,custom,va,9.205327830152639,12.002075869233146
404773,2004,toyota,prius,excellent,4 cylinders,hybrid,clean,automatic,fwd,compact,hatchback,grey,sc,7.7406644019172415,12.01183234182269
156815,2015,ford,f-350sd,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,red,fl,10.611720370514114,11.346162247092126
434364,2011,subaru,outback,good,4 cylinders,gas,clean,automatic,4wd,mid-size,wagon,blue,or,9.045111892608405,11.846679725524393
85674,2003,volkswagen,passat gls 1.8t,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,co,8.160232492367689,11.792910491015604
45557,2008,ford,f-250,good,10 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mt,9.680031452383618,10.651596291170048
506078,2002,ford,f350 dually,good,8 cylinders,diesel,clean,automatic,rwd,full-size,pickup,red,la,8.85366542803745,12.765717004486012
363501,2007,chevrolet,avalanche lt,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,brown,or,9.258654232254733,11.818002857713687
93978,2001,ram,1500 5.2 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,tx,7.649692623711514,12.140712453580246
241003,2005,ford,f350 super duty,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,black,va,9.90323752128092,11.660776342648958
24027,2006,pontiac,gto,excellent,8 cylinders,gas,clean,manual,rwd,mid-size,coupe,blue,pa,9.61547209118311,11.321886017556551
446922,2014,honda,crosstour,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,pa,9.47231994707559,11.569164011417417
296706,2014,ram,2500,like new,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,grey,mi,10.568723822335235,11.209249502764099
199476,2005,ford,five hundred sel,like new,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,fl,7.937374696163295,11.695330351625486
309172,2014,bmw,3-series,excellent,4 cylinders,gas,clean,automatic,rwd,compact,sedan,silver,ok,9.38429367909962,10.999078615227093
158455,2006,jeep,commander limited 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,fl,9.047821442478408,11.861890765838908
477590,2015,ford,f-550,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,in,10.77874793485229,10.761152912760734
459787,2009,hyundai,elantra se,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,pa,8.496990484098719,11.429652545776406
63136,2013,gmc,yukon,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,wi,9.796848442046416,11.767645199719182
228027,2000,mercury,grand marquis ls premium,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,custom,oh,7.168579897264035,12.2405223802594
72551,2015,jeep,wrangler,like new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,red,tx,10.0853089842884,11.261845294962995
233642,2011,chevrolet,express 3500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,van,blue,va,9.680031452383618,11.181291504989264
253227,2008,chevrolet,avalanche ltz,like new,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,oh,9.305195902988862,11.678524645619794
521597,2008,toyota,tacoma,new,6 cylinders,gas,clean,automatic,4wd,mid-size,truck,silver,nj,9.011889433252344,12.363119128469458
246153,2013,hyundai,accent se hatchback 4d,excellent,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,black,va,8.51699317141357,11.76126881730618
345802,2014,ford,f-550,good,10 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ms,9.902987427494446,11.68157059094794
110824,2009,toyota,tacoma sr5,like new,6 cylinders,gas,rebuilt,automatic,4wd,compact,truck,green,ky,9.680344001221918,11.652774360086626
87016,2014,chevrolet,traverse lt,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,red,al,9.538780436900131,11.502723602485633
232192,2004,ram,2500 slt,good,6 cylinders,diesel,clean,automatic,4wd,full-size,pickup,grey,ca,9.350102314351341,12.626787548845213
170760,2010,nissan,xterra,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,co,9.10364563330522,11.705246856342516
421916,1991,mercedes-benz,benz e190,fair,4 cylinders,gas,clean,automatic,rwd,compact,sedan,white,mi,7.9724660159745655,11.40767605425113
489780,2008,bmw,535ix,good,6 cylinders,gas,clean,automatic,4wd,mid-size,sedan,grey,ca,8.444622498581403,12.092399901041597
361984,2012,nissan,versa sv,like new,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,oh,8.698681067461614,10.915270265869504
179496,2012,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,il,9.851931065621725,11.34674100207642
327991,2016,nissan,sentra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,9.349667437197281,10.81997826441295
351959,2015,kia,sedona sx,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,grey,wi,9.546455401949554,11.303413578886966
187986,2016,chevrolet,equinox lt,like new,4 cylinders,gas,rebuilt,automatic,fwd,compact,SUV,white,fl,9.148464968258095,10.493854219701634
74174,2017,ford,f250 super duty,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,wy,10.396658241063397,10.660571510722328
50321,2000,ford,f250,good,8 cylinders,diesel,clean,manual,4wd,full-size,pickup,red,wi,8.987196820661973,11.838697804169144
479179,2011,gmc,acadia,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,white,in,8.980927207648378,11.970413601145545
79876,2004,chevrolet,malibu,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,8.00469951054955,12.278439817656075
