,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
148869,2010,toyota,prius,excellent,4 cylinders,hybrid,clean,automatic,fwd,compact,hatchback,white,nj,8.411832675758411,12.245341434450873
365835,2010,chevrolet,tahoe,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,brown,id,9.546455401949554,12.040248259023672
31165,1995,toyota,4runner sr5,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,nm,7.8632667240095735,12.391202754646168
126628,2003,toyota,4runner,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,blue,ky,8.823942326585245,12.105683087497948
94069,2012,ford,f250,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,al,10.273325483001141,11.921864531889893
216955,1999,cadillac,seville,good,8 cylinders,gas,clean,automatic,fwd,mid-size,sedan,brown,ia,8.160518247477505,11.263617593635338
86683,2005,acura,mdx touring,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,co,8.612503371220562,12.296872669856613
444663,2008,dodge,charger,fair,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,blue,tn,7.3777589082278725,12.10076768388475
518637,2018,ford,f-150 xlt,like new,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,nd,10.274706221915702,10.104180975012746
434245,1988,toyota,landcruiser,good,6 cylinders,diesel,clean,automatic,4wd,full-size,offroad,custom,or,9.305650551780507,11.898255890658012
346971,2013,hyundai,santa fe sport,like new,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,silver,ms,9.103868127465667,11.854626862808454
454710,2008,volkswagen,passat,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,green,ca,8.37793112408273,11.748076635408715
253754,2016,jeep,wrangler,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,tx,10.308552580622953,11.226708984680057
167416,2011,honda,pilot,good,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,silver,tx,9.47231994707559,11.646485607181477
89150,2004,ford,ranger,good,6 cylinders,gas,clean,automatic,rwd,mid-size,truck,red,al,8.411832675758411,11.807451563553798
530254,2012,audi,a5 2.0t quattro,excellent,4 cylinders,gas,clean,automatic,4wd,compact,coupe,grey,tn,9.464982590349763,11.265873368604343
266462,2015,toyota,tundra double cab sr5,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,blue,fl,9.949893925350283,11.127851046509798
327572,2001,lincoln,towncar,fair,8 cylinders,gas,rebuilt,automatic,rwd,full-size,sedan,white,oh,7.313220387090301,11.686962802176485
425091,2011,chevrolet,hhr lt,excellent,4 cylinders,gas,clean,automatic,fwd,compact,wagon,grey,tn,8.779557455883728,11.555687975470889
172838,2019,ford,f150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,vt,10.373428679828658,9.477845246989146
187430,2008,hyundai,santa fe limited,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,custom,va,8.699348067653093,11.771783590108432
286022,2004,mitsubishi,montero sport,good,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,blue,la,8.406708458240965,11.529949726376008
255318,2008,ram,1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,grey,wa,8.779557455883728,12.191009767853128
203624,2002,chevrolet,s-10,good,4 cylinders,gas,clean,automatic,rwd,compact,truck,white,ny,7.649692623711514,11.599194900122404
137648,1969,ford,mustang coupe,fair,6 cylinders,gas,clean,automatic,rwd,compact,coupe,red,in,8.294049640102028,11.225376716963682
185121,2015,ram,2500,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,grey,nm,10.518538047359652,10.872541497937167
518073,1994,ford,mustang gt,excellent,8 cylinders,gas,clean,automatic,rwd,compact,convertible,red,ga,8.006367567650246,11.909571801770175
265210,2012,nissan,juke,like new,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,black,nj,8.824677891164198,11.9314318316599
123224,2012,jeep,wrangler,like new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ky,10.079539496316487,11.27732970571678
27312,2004,gmc,1500 sierra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,grey,ny,8.846496938558838,11.887402015890855
202570,2009,jeep,liberty sport,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,ny,8.698681067461614,11.613747698185046
317027,2007,bmw,328i,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,sedan,green,al,8.515191188745565,11.844155413349494
360617,2015,ford,focus se,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,mi,8.986571625268054,11.54258134987774
259461,2006,nissan,frontier,good,4 cylinders,gas,clean,manual,rwd,mid-size,truck,grey,oh,8.268731832117737,12.138917370342766
519067,1994,ford,f-150,fair,6 cylinders,gas,clean,manual,rwd,full-size,truck,blue,ia,8.160518247477505,11.066794600136049
462886,1966,ford,galaxie,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,coupe,blue,ny,9.472704636443673,11.251690562533296
156811,2008,chevrolet,equinox,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,red,md,8.131530710604252,11.650894496693388
308364,2006,honda,odyssey lx,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,van,white,nc,8.68270762989381,11.845891562262153
243575,2012,nissan,sentra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,va,8.292798858200374,12.130092922743655
3031,2012,ford,f-150 platinum,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,white,tn,9.546812608597396,12.013761357106851
181613,2011,infiniti,g37x,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,sedan,white,ny,9.259130536145614,10.779164601524986
346425,2017,ford,mustang,excellent,4 cylinders,gas,clean,automatic,rwd,sub-compact,coupe,silver,tn,9.792555991828847,11.025621036245584
251287,2007,acura,tl,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,mi,8.25582842728183,12.133555714690997
426044,1995,volkswagen,passat,good,6 cylinders,gas,clean,manual,fwd,mid-size,sedan,green,pa,7.090076835776092,11.703628465792098
21916,2011,ford,f150 lariat,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,brown,ky,10.021270588192511,10.81997826441295
198815,2010,cadillac,sts,good,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,black,fl,8.922658299524402,11.668209787695776
49163,2010,ford,econoline cargo van,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,wi,8.756210091886738,11.654902343865778
347150,2004,mercedes-benz,sl-class,good,8 cylinders,gas,clean,automatic,rwd,mid-size,convertible,black,ms,9.103868127465667,11.657718209871769
459668,1999,mercury,grand marquis,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,green,tx,8.516192691082654,11.94866109609664
155065,2010,acura,rdx,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,grey,az,8.987071812848821,11.925293360594699
130882,2001,chevrolet,silverado 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,brown,ca,8.612503371220562,12.382019762013408
235939,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,grey,tx,9.90323752128092,11.540919937489686
307124,2012,subaru,legacy,excellent,4 cylinders,gas,clean,automatic,4wd,compact,sedan,silver,mn,9.011645501064283,11.606934799041506
413904,2015,toyota,sienna le minivan,excellent,6 cylinders,gas,salvage,automatic,fwd,full-size,mini-van,white,ca,9.615805480084347,10.531429322970798
116198,2015,chevrolet,express 2500 v8,like new,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,ky,9.60911649193355,11.267446832403513
231331,2005,mercedes-benz,benz ml350,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ca,7.824046010856292,11.955679935193887
179894,2009,mazda,3 sport,good,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,silver,fl,8.25582842728183,12.099300022206343
199366,2007,ford,econoline,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,nh,9.047233034106032,12.033503380178898
34555,2010,honda,civic,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,ny,8.611593866837723,11.856586088831277
375314,2003,toyota,yaris,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,green,ca,8.160518247477505,12.27916510222257
271124,2016,ram,pickup 2500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ma,10.305613759378778,10.359930905408921
531963,2018,chevrolet,express,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,van,white,nj,9.952039593118293,9.856081430138858
52046,2008,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,blue,wi,9.433083843269053,12.489641269340412
428213,2011,hyundai,tuscon gls,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,white,tx,8.961879012677683,11.56750834274052
58493,1998,bmw,540i,excellent,8 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ny,7.8632667240095735,11.88455798454194
381559,2012,ford,f150 platinum 4x4,like new,6 cylinders,gas,clean,automatic,4wd,full-size,truck,red,mt,9.949893925350283,11.783791944493448
51675,2012,chevrolet,silverado 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,wv,9.612466578818832,11.979247324813338
395423,2019,nissan,versa sv,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,silver,id,9.350102314351341,8.368693183097793
339470,2012,dodge,grand caravan,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,silver,pa,8.961879012677683,11.501763400264036
87394,2013,volkswagen,jetta,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,dc,8.66561319653451,11.396504001952977
192351,2011,ford,ranger xlt 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,truck,grey,ny,9.392661928770137,11.212468810553348
186310,2011,toyota,yaris,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,nm,8.852950887099581,11.363485339706285
134137,2012,gmc,sierra 3500hd,like new,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,white,az,10.34158118013602,11.156393367971244
416954,2006,ford,f250 super duty 4x4,good,8 cylinders,diesel,rebuilt,automatic,4wd,full-size,pickup,grey,mo,9.67721410821299,12.34587806522105
534559,2014,buick,verano convenience package,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,tn,9.169518377455928,11.272750193847424
39192,2015,jeep,renegade limited,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,silver,tx,9.104868739033948,11.231450753594432
90261,2014,buick,verano leather group,like new,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,oh,9.433483923290392,9.935470598389179
485955,2017,cadillac,escalade,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,mn,10.776870783399007,10.589358324125298
71244,2008,cadillac,deville,good,8 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,wi,8.852950887099581,11.49416049911715
113255,2008,mazda,3 hatchback,excellent,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,silver,ca,9.07680897935166,11.632839561635565
302579,2005,dodge,power wagon,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,mt,9.615805480084347,11.54258134987774
476986,2008,chevrolet,impala,good,8 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,in,8.517193191416238,11.776389124881021
535029,2011,ram,2500 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,truck,white,tn,9.792555991828847,12.274730794337072
86180,2008,bmw,335xi,good,6 cylinders,gas,clean,automatic,4wd,full-size,sedan,blue,dc,8.496990484098719,11.957675386741295
501283,2015,hyundai,elantra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,sc,9.205327830152639,11.168757693531585
147804,2012,ford,mustang,excellent,8 cylinders,gas,clean,automatic,rwd,sub-compact,coupe,white,az,9.740674462130217,11.451156438572596
202107,2018,chevrolet,hhr,good,6 cylinders,gas,clean,automatic,fwd,mid-size,hatchback,red,in,7.549609165154532,12.061104675277567
128537,2003,ford,crown victoria,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,green,la,7.783224016336037,9.547526639331053
144533,2013,kia,optima,new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,fl,8.974618038455112,11.58997909441252
539115,2004,chevrolet,trailblazer ext,good,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,ny,7.313220387090301,12.254910427613474
17942,2014,ford,escape se,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,wi,8.98594603876032,11.969831189946786
82190,2007,toyota,camry,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,ks,8.293799608846818,12.078296090588015
193001,2019,ford,f350,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,silver,ny,10.645186773678239,11.038881685296767
201089,2002,chevrolet,s10 reg cab,good,6 cylinders,gas,clean,automatic,rwd,mid-size,truck,white,ar,7.824046010856292,11.965541298864725
304401,2004,toyota,sienna,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,van,silver,ok,8.516192691082654,11.898255890658012
356318,2006,ford,f-150,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,oh,8.517193191416238,11.805669703014274
311838,2017,chevrolet,sonic premier,excellent,4 cylinders,gas,rebuilt,automatic,fwd,compact,sedan,silver,mn,9.017968479328726,11.123978183337595
192647,2008,ford,f-350 super duty xlt drw,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,black,wi,9.90323752128092,11.745900528197728
228680,2003,nissan,marano,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,oh,7.313220387090301,12.031778780423448
351300,2008,bmw,x3,excellent,6 cylinders,gas,clean,automatic,4wd,sub-compact,SUV,black,wi,8.732304571033183,11.819012129098114
363404,2013,honda,civic si sedan,good,4 cylinders,gas,rebuilt,manual,fwd,sub-compact,sedan,grey,id,9.388486557359657,10.827964684213782
400449,2015,hyundai,sonata,excellent,4 cylinders,gas,rebuilt,automatic,fwd,mid-size,sedan,custom,or,9.047821442478408,11.338691118358893
313927,2016,toyota,corolla le plus,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,grey,ny,9.305559638557117,11.198351697050132
120314,2007,toyota,camry,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,va,8.34283980427146,12.26438872235301
158845,2005,honda,odyssey touring,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,silver,fl,8.292798858200374,12.089595007471479
370901,2013,volkswagen,beetle,excellent,4 cylinders,gas,rebuilt,automatic,fwd,compact,hatchback,grey,id,8.699514748210191,10.853889814039052
325621,2006,ram,3500 quad cab dually,excellent,6 cylinders,diesel,clean,manual,4wd,full-size,pickup,silver,or,10.271596874100524,11.661431673269453
190485,2015,ford,fusion se,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ny,9.305195902988862,11.342255760916721
210085,2006,volvo,xc70 2.5t awd,excellent,5 cylinders,gas,clean,automatic,4wd,full-size,wagon,silver,nh,8.516192691082654,12.083961507135202
527185,2013,honda,pilot,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,black,tn,9.392245175273795,11.68442197512535
284076,2006,infiniti,m45 sport,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,black,ga,8.820994645747902,11.939577862202796
34941,2016,chevrolet,3500 hd dump truck,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,ny,10.594131602877955,10.172216137070821
489836,1996,ford,f350 super duty,fair,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,vt,8.68270762989381,11.92981176887389
466621,2010,honda,odyssey ex,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,grey,il,8.517193191416238,12.323900124643377
385740,2012,jeep,patriot sport 4x4,like new,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,grey,pa,9.164296433474776,11.354175893097942
390540,2010,chevrolet,avalanche ls,good,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,oh,9.382611592916636,11.781547034683268
92793,2018,chevrolet,silverado 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,al,10.305613759378778,11.193917830475538
516885,2011,nissan,rogue s awd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,sc,8.68270762989381,11.859531891071986
20811,2003,ford,e150,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,nm,8.160518247477505,12.206122644280216
501950,2008,bmw,x3,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,brown,sc,8.507142855562735,11.813104128751291
342421,2012,volkswagen,jetta sportwagen tdi,good,4 cylinders,diesel,clean,automatic,fwd,mid-size,wagon,blue,nc,9.035986984831405,11.50297613411656
384057,2010,chevrolet,silverado,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mt,9.469622969906265,11.898255890658012
264479,1984,lincoln,town car,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,blue,nj,8.517193191416238,11.40767605425113
253299,2014,ford,f150,like new,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,tx,10.043032079974024,11.666984712046212
411334,2011,ford,f250 lariat,good,8 cylinders,diesel,rebuilt,automatic,4wd,full-size,truck,red,pa,9.735068900911164,12.032968477785827
148850,2008,gmc,envoy denali,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,nj,8.779557455883728,11.877638020591428
20538,2007,jeep,wrangler x sport unlimited,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,nj,9.72913416539135,11.759863664850155
109579,2013,chrysler,200,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,ks,8.48673398393153,11.790072235506626
238700,2009,chevrolet,suburban lt,good,8 cylinders,hybrid,clean,automatic,rwd,full-size,SUV,black,ga,9.20029003612268,12.128084076668198
32585,2011,chevrolet,silverado 1500 z71,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ny,9.47231994707559,11.759863664850155
372600,2019,chevrolet,silverado,like new,6 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mo,10.434086391401058,9.01517670716893
101539,2008,toyota,tacoma 4x4,good,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,blue,fl,9.433483923290392,11.695330351625486
527929,2015,chevrolet,silverado 2500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,red,mn,9.47231994707559,12.078511964109694
426695,2008,ford,f150 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,ok,8.779557455883728,12.409054305020431
123910,2006,bmw,750li,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,blue,ky,7.600902459542082,12.013761357106851
200783,2017,ram,1500 4x4,like new,8 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,red,ar,10.06475570013225,10.169115715456494
86750,2007,chevrolet,tahoe,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,blue,sc,8.98594603876032,11.980281843337274
447505,2007,nissan,murano,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,pa,8.34283980427146,11.535000019288539
301142,2015,chevrolet,silverado 2500hd 4x4,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,ok,10.163926888594034,11.797051221219233
532751,2011,jeep,grand cherokee,good,8 cylinders,gas,clean,automatic,4wd,mid-size,SUV,red,fl,9.35444071594994,11.745599457015889
471896,1999,gmc,sierra classic 3500hd,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ca,8.294049640102028,12.134705529181758
35266,2002,honda,civic,good,4 cylinders,gas,clean,manual,fwd,compact,sedan,blue,ny,7.495541943884256,12.294413138853235
502521,2010,toyota,corolla,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,red,co,9.082507000466299,11.018793064145898
117169,2016,chevrolet,silverado 1500 ltz z71,like new,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,fl,10.238172478583245,11.57952748063781
273437,2016,chevrolet,silverado,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ky,10.199137794637085,10.563129654538676
534170,2011,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,ny,9.740674462130217,11.376074282221031
136025,2003,dodge,durango sxt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,ny,7.575584651557793,11.775366649556215
191734,2006,volvo,s40,good,5 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ny,7.696212639346407,11.513025459970562
231791,1995,gmc,sierra 2500hd,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,mi,8.411832675758411,11.370924016772856
527106,2004,chrysler,pt cruiser ltd,good,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,silver,tn,7.803843303538772,12.019947865643184
95657,2005,dodge,3500 slt dually,excellent,6 cylinders,diesel,clean,manual,4wd,full-size,truck,blue,tx,9.792555991828847,12.354535753167795
289676,2011,ford,f350,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,brown,la,10.477287975463508,12.025808969845663
171453,2013,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,convertible,black,vt,10.239959789157341,9.999252174520507
253353,2016,chevrolet,malibu lt,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,custom,tx,9.543234787249512,10.521641754054643
315824,2014,kia,sedona,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,mini-van,white,ny,8.516192691082654,11.989557080506184
119677,2012,fiat,500 c pop,excellent,4 cylinders,gas,clean,manual,fwd,full-size,hatchback,white,va,8.779557455883728,10.796959914329603
27444,2006,saturn,ion,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,green,co,7.696212639346407,11.78489727496636
440439,2006,acura,tl,good,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,il,8.268731832117737,12.280762591161617
49353,2015,dodge,grand caravan sxt,good,6 cylinders,gas,rebuilt,automatic,fwd,mid-size,mini-van,red,pa,9.305195902988862,11.365631225939456
461253,2015,jeep,patriot sport 2wd,good,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,red,tn,8.974618038455112,11.51827115129498
231356,2012,dodge,grand caravan se,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,grey,mi,8.51699317141357,11.87066983686698
366371,2008,chevrolet,express 2500 cargo van,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,van,brown,ny,8.987071812848821,11.775366649556215
273099,2014,ram,1500,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,custom,ny,10.081633737919603,11.580686911898418
16298,2011,chevrolet,malibu lt,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,tx,8.389359819906353,12.043612537831775
381180,2019,chevrolet,trax lt awd,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,grey,tx,9.305559638557117,9.770984202723035
404932,2003,honda,accord ex,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,silver,nc,7.937374696163295,12.404964487042092
473519,2002,gmc,yukon,good,8 cylinders,gas,salvage,automatic,4wd,full-size,SUV,white,ne,8.411832675758411,12.287786264146488
216167,2006,chevrolet,colorado extended cab,good,5 cylinders,gas,clean,automatic,4wd,mid-size,pickup,silver,oh,8.922658299524402,11.314596470030457
440700,2013,ford,expedition,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,or,9.546455401949554,11.635886184369035
142399,2013,ford,edge se,excellent,4 cylinders,gas,clean,manual,fwd,full-size,SUV,black,in,9.047821442478408,11.676709593765725
426675,2011,nissan,altima 2.5 s,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,ar,8.779557455883728,11.58997909441252
88029,2018,ford,escape,good,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,oh,9.667765219015058,10.98573330378394
284985,2009,ford,focus,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,mn,7.803843303538772,12.385627879579157
134559,2009,toyota,camry,good,6 cylinders,gas,clean,automatic,fwd,mid-size,coupe,black,sc,8.366370301681654,12.01604950754918
279681,2017,volkswagen,tiguan wolfsburg,like new,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,blue,me,9.797904789961063,10.082177523096034
181594,2013,chevrolet,suburban 1500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,fl,9.20029003612268,12.089595007471479
209933,2016,volkswagen,jetta,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,co,9.349667437197281,10.565840417922663
156163,2016,dodge,charger,like new,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,green,fl,9.615138591096644,11.7163233473661
98397,2005,chevrolet,avalanche,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,al,8.955448122347393,12.283079981890959
362041,2006,nissan,murano s,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,grey,ny,7.937374696163295,11.842301151971139
165964,2013,dodge,avenger,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,az,9.104424146384634,11.002266493983559
382580,2013,honda,accord sedan,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,tx,9.546455401949554,11.423110160647864
454816,2017,gmc,sierra sl 1500 double cab,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,il,10.2396025825095,10.328232275376248
2962,1981,chevrolet,corvette,fair,8 cylinders,gas,clean,automatic,rwd,full-size,coupe,blue,ma,8.612503371220562,11.225376716963682
421387,2008,hyundai,elantra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,8.215817791832453,11.806840571641608
266420,2004,lexus,rx330,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,blue,fl,8.507142855562735,12.117296075139327
441049,1999,chevrolet,lumina,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,mi,8.410720946905721,10.815368575921584
281149,2013,chevrolet,equinox ls,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ky,9.209840246934501,11.313376362509647
475493,2011,ford,ranger xlt regular cab,like new,4 cylinders,gas,clean,automatic,rwd,mid-size,pickup,grey,fl,9.350102314351341,10.251394166783005
88361,2019,ram,2500 promaster h/t,like new,6 cylinders,gas,clean,automatic,fwd,full-size,van,white,ks,10.307284603543595,8.792549614177382
98875,2015,gmc,sierra 1500,excellent,8 cylinders,gas,clean,automatic,4wd,mid-size,truck,brown,ok,10.346794218071167,11.113149144979532
225320,2010,infiniti,g37,like new,6 cylinders,gas,clean,automatic,rwd,mid-size,coupe,white,fl,9.305559638557117,11.461737428200795
82639,2007,chevrolet,trailblazer,excellent,8 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,co,8.986571625268054,11.827911371949355
235597,2008,chrysler,300,good,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,de,8.1886891244442,12.175664983108748
476013,2012,nissan,rogue sv,good,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,brown,pa,9.104424146384634,11.58997909441252
224212,2006,chevrolet,avalanche z71,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,fl,8.15908865466791,12.54846659983499
479782,2007,bmw,328i,good,6 cylinders,gas,clean,manual,rwd,compact,wagon,white,ny,9.159047077588632,12.055307893640437
417507,2002,ford,ranger super cab,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,truck,red,ca,8.496990484098719,12.089595007471479
389689,1999,ford,f250 super duty super cab,good,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,black,or,9.392245175273795,12.469428725678153
526717,2015,ram,2500,excellent,6 cylinders,diesel,lien,other,4wd,full-size,truck,silver,tn,10.203592144986466,11.98299159226292
